county,school_dist,pupil_total,stable,mobile,mobile_instances,disabled_pupil_total,disabled_stable,disabled_mobile,disabled_mobile_instances,limited_eng_pupil_total,limited_eng_stable,limited_eng_mobile,limited_eng_mobile_instances,poor_pupil_total,poor_stable,poor_mobile,poor_mobile_instances,migrant_pupil_total,migrant_stable,migrant_mobile,migrant_mobile_instances,title_1_pupil_total,title_1_stable,title_1_mobile,title_1_mobile_instances,homeless_pupil_total,homeless_stable,homeless_mobile,homeless_mobile_instances,gifted_pupil_total,gifted_stable,gifted_mobile,gifted_mobile_instances,female_pupil_total,female_stable,female_mobile,female_mobile_instances,male_pupil_total,male_stable,male_mobile,male_mobile_instances,asian_pupil_total,asian_stable,asian_mobile,asian_mobile_instances,black_pupil_total,black_stable,black_mobile,black_mobile_instances,hispanic_pupil_total,hispanic_stable,hispanic_mobile,hispanic_mobile_instances,white_pupil_total,white_stable,white_mobile,white_mobile_instances,disabled_grad_base_total,disabled_graduated,disabled_completed,limited_eng_grad_base_total,limited_eng_graduated,limited_eng_completed,poor_grad_base_total,poor_graduated,poor_completed,migrant_grad_base_total,migrant_graduated,migrant_completed,title_1_grad_base_total,title_1_graduated,title_1_completed,homeless_grad_base_total,homeless_graduated,homeless_completed,gifted_grad_base_total,gifted_graduated,gifted_completed,stable_rate,mobile_rate,mobile_instances_rate,disabled_stable_rate,disabled_mobile_rate,disabled_mobile_instances_rate,disabled_graduated_rate,disabled_completed_rate,limited_eng_stable_rate,limited_eng_mobile_rate,limited_eng_mobile_instances_rate,limited_eng_graduated_rate,limited_eng_completed_rate,poor_stable_rate,poor_mobile_rate,poor_mobile_instances_rate,poor_graduated_rate,poor_completed_rate,migrant_stable_rate,migrant_mobile_rate,migrant_mobile_instances_rate,migrant_graduated_rate,migrant_completed_rate,title_1_stable_rate,title_1_mobile_rate,title_1_mobile_instances_rate,title_1_graduated_rate,title_1_completed_rate,homeless_stable_rate,homeless_mobile_rate,homeless_mobile_instances_rate,homeless_graduated_rate,homeless_completed_rate,gifted_stable_rate,gifted_mobile_rate,gifted_mobile_instances_rate,gifted_graduated_rate,gifted_completed_rate,female_stable_rate,female_mobile_rate,female_mobile_instances_rate,male_stable_rate,male_mobile_rate,male_mobile_instances_rate,female_stable_rate_rate,female_mobile_rate_rate,female_mobile_instances_rate_rate,white_stable_rate,white_mobile_rate,white_mobile_instances_rate,black_stable_rate,black_mobile_rate,black_mobile_instances_rate,hispanic_stable_rate,hispanic_mobile_rate,hispanic_mobile_instances_rate,asian_stable_rate,asian_mobile_rate,asian_mobile_instances_rate
GILPIN,GILPIN COUNTY RE-1,416,288,128,135,47,31,16,19,2,2,0,0,124,73,51,54,0,0,0,0,22,14,8,9,2,1,1,1,32,27,5,5,200,144,56,60,216,144,72,75,7,6,1,1,5,1,4,6,48,30,18,19,337,242,95,98,5,2,2,1,1,1,8,5,5,0,0,0,0,0,0,1,1,1,2,2,2,69.23,30.77,32.45,65.96,34.04,40.43,40.0,40.0,100.0,0.0,0.0,100.0,100.0,58.87,41.13,43.55,62.5,62.5,0.0,0.0,0.0,0.0,0.0,63.64,36.36,40.91,0.0,0.0,50.0,50.0,50.0,100.0,100.0,84.38,15.62,15.62,100.0,100.0,72.0,28.0,30.0,66.67,33.33,34.72,36.0,14.0,15.0,71.81,28.19,29.08,20.0,80.0,120.0,62.5,37.5,39.58,85.71,14.29,14.29
GRAND,WEST GRAND 1-JT.,476,380,96,101,47,37,10,10,45,38,7,7,162,138,24,25,0,0,0,0,229,177,52,54,3,0,3,3,25,24,1,1,229,173,56,61,247,207,40,40,0,0,0,0,0,0,0,0,95,79,16,16,368,290,78,83,1,1,1,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,1,1,1,79.83,20.17,21.22,78.72,21.28,21.28,100.0,100.0,84.44,15.56,15.56,0.0,0.0,85.19,14.81,15.43,100.0,100.0,0.0,0.0,0.0,0.0,0.0,77.29,22.71,23.58,0.0,0.0,0.0,100.0,100.0,0.0,0.0,96.0,4.0,4.0,100.0,100.0,75.55,24.45,26.64,83.81,16.19,16.19,32.99,10.68,11.63,78.8,21.2,22.55,0.0,0.0,0.0,83.16,16.84,16.84,0.0,0.0,0.0
GRAND,EAST GRAND 2,1398,1080,315,335,139,109,30,31,139,104,35,38,382,308,73,85,0,0,0,0,123,104,19,19,2,2,0,0,94,78,16,16,678,531,145,154,720,549,170,181,7,5,2,2,11,5,5,7,149,105,43,49,1204,948,255,267,4,1,2,9,4,4,27,11,17,1,1,1,1,1,1,1,0,0,6,5,5,77.25,22.53,23.96,78.42,21.58,22.3,25.0,50.0,74.82,25.18,27.34,44.44,44.44,80.63,19.11,22.25,40.74,62.96,0.0,0.0,0.0,100.0,100.0,84.55,15.45,15.45,100.0,100.0,100.0,0.0,0.0,0.0,0.0,82.98,17.02,17.02,83.33,83.33,78.32,21.39,22.71,76.25,23.61,25.14,11.55,3.15,3.35,78.74,21.18,22.18,45.45,45.45,63.64,70.47,28.86,32.89,71.43,28.57,28.57
GUNNISON,GUNNISON WATERSHED RE1J,1936,1552,384,424,123,104,19,21,161,139,22,27,529,383,146,159,3,2,1,1,90,71,19,23,2,0,2,2,232,207,25,27,955,755,200,219,981,797,184,205,8,7,1,1,2,1,1,1,290,235,55,60,1580,1273,307,340,9,6,7,10,5,5,26,20,20,2,1,1,0,0,0,0,0,0,11,11,11,80.17,19.83,21.9,84.55,15.45,17.07,66.67,77.78,86.34,13.66,16.77,50.0,50.0,72.4,27.6,30.06,76.92,76.92,66.67,33.33,33.33,50.0,50.0,78.89,21.11,25.56,0.0,0.0,0.0,100.0,100.0,0.0,0.0,89.22,10.78,11.64,100.0,100.0,79.06,20.94,22.93,81.24,18.76,20.9,8.28,2.19,2.4,80.57,19.43,21.52,50.0,50.0,50.0,81.03,18.97,20.69,87.5,12.5,12.5
HINSDALE,HINSDALE COUNTY RE 1,93,69,24,24,7,6,1,1,1,1,0,0,23,12,11,11,0,0,0,0,27,25,2,2,0,0,0,0,4,4,0,0,42,31,11,11,51,38,13,13,2,1,1,1,1,0,1,1,7,3,4,4,81,65,16,16,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,74.19,25.81,25.81,85.71,14.29,14.29,100.0,100.0,100.0,0.0,0.0,0.0,0.0,52.17,47.83,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.59,7.41,7.41,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,73.81,26.19,26.19,74.51,25.49,25.49,175.74,62.36,62.36,80.25,19.75,19.75,0.0,100.0,100.0,42.86,57.14,57.14,50.0,50.0,50.0
HUERFANO,HUERFANO RE-1,614,438,176,190,72,57,15,20,2,2,0,0,473,329,144,157,4,3,1,1,451,331,120,129,0,0,0,0,8,6,2,3,301,212,89,95,313,226,87,95,4,2,2,2,7,1,6,6,394,311,83,89,184,108,76,84,5,4,5,0,0,0,33,25,28,0,0,0,4,3,3,0,0,0,5,5,5,71.34,28.66,30.94,79.17,20.83,27.78,80.0,100.0,100.0,0.0,0.0,0.0,0.0,69.56,30.44,33.19,75.76,84.85,75.0,25.0,25.0,0.0,0.0,73.39,26.61,28.6,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,37.5,100.0,100.0,70.43,29.57,31.56,72.2,27.8,30.35,23.4,9.82,10.49,58.7,41.3,45.65,14.29,85.71,85.71,78.93,21.07,22.59,50.0,50.0,50.0
HUERFANO,LA VETA RE-2,262,169,92,96,25,18,7,7,4,0,4,4,139,86,52,53,0,0,0,0,27,23,4,4,0,0,0,0,14,12,2,2,135,90,44,47,127,79,48,49,0,0,0,0,0,0,0,0,82,50,31,32,177,118,59,62,2,2,2,1,0,0,9,8,8,0,0,0,0,0,0,0,0,0,2,2,2,64.5,35.11,36.64,72.0,28.0,28.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,61.87,37.41,38.13,88.89,88.89,0.0,0.0,0.0,0.0,0.0,85.19,14.81,14.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71,14.29,14.29,100.0,100.0,66.67,32.59,34.81,62.2,37.8,38.58,49.39,24.14,25.79,66.67,33.33,35.03,0.0,0.0,0.0,60.98,37.8,39.02,0.0,0.0,0.0
JACKSON,NORTH PARK R-1 ,205,151,54,60,26,19,7,9,23,19,4,4,117,81,36,41,0,0,0,0,103,67,36,41,2,0,2,2,7,6,1,1,105,78,27,30,100,73,27,30,0,0,0,0,0,0,0,0,43,36,7,8,156,114,42,47,2,1,1,1,1,1,8,6,6,0,0,0,13,12,12,0,0,0,2,2,2,73.66,26.34,29.27,73.08,26.92,34.62,50.0,50.0,82.61,17.39,17.39,100.0,100.0,69.23,30.77,35.04,75.0,75.0,0.0,0.0,0.0,0.0,0.0,65.05,34.95,39.81,92.31,92.31,0.0,100.0,100.0,0.0,0.0,85.71,14.29,14.29,100.0,100.0,74.29,25.71,28.57,73.0,27.0,30.0,70.75,24.49,27.21,73.08,26.92,30.13,0.0,0.0,0.0,83.72,16.28,18.6,0.0,0.0,0.0
JEFFERSON,JEFFERSON COUNTY R-1,90678,74398,16049,17618,7762,6429,1306,1496,6700,4710,1978,2157,29789,23622,6017,6950,67,54,13,13,10839,7752,3011,3420,2900,1730,1133,1305,10053,9466,578,649,44122,36303,7721,8426,46556,38095,8328,9192,2797,2324,472,515,1146,753,387,421,22211,16654,5472,6065,60676,51569,8980,9802,602,378,392,398,205,209,2090,1351,1423,12,3,3,295,157,165,247,144,151,933,891,900,82.05,17.7,19.43,82.83,16.83,19.27,62.79,65.12,70.3,29.52,32.19,51.51,52.51,79.3,20.2,23.33,64.64,68.09,80.6,19.4,19.4,25.0,25.0,71.52,27.78,31.55,53.22,55.93,59.66,39.07,45.0,58.3,61.13,94.16,5.75,6.46,95.5,96.46,82.28,17.5,19.1,81.83,17.89,19.74,0.19,0.04,0.04,84.99,14.8,16.15,65.71,33.77,36.74,74.98,24.64,27.31,83.09,16.88,18.41
KIOWA,EADS RE-1,192,139,53,53,21,14,7,7,4,3,1,1,77,52,25,25,2,0,2,2,20,14,6,6,0,0,0,0,11,9,2,2,87,57,30,30,105,82,23,23,2,0,2,2,4,1,3,3,23,17,6,6,158,117,41,41,0,0,0,0,0,0,9,8,9,0,0,0,0,0,0,0,0,0,3,3,3,72.4,27.6,27.6,66.67,33.33,33.33,0.0,0.0,75.0,25.0,25.0,0.0,0.0,67.53,32.47,32.47,88.89,100.0,0.0,100.0,100.0,0.0,0.0,70.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82,18.18,18.18,100.0,100.0,65.52,34.48,34.48,78.1,21.9,21.9,75.31,39.63,39.63,74.05,25.95,25.95,25.0,75.0,75.0,73.91,26.09,26.09,0.0,100.0,100.0
KIOWA,PLAINVIEW RE-2,98,56,42,43,17,9,8,9,0,0,0,0,64,37,27,28,1,0,1,1,25,17,8,9,0,0,0,0,4,3,1,1,47,27,20,21,51,29,22,22,0,0,0,0,1,0,1,1,14,6,8,8,82,49,33,34,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,57.14,42.86,43.88,52.94,47.06,52.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.81,42.19,43.75,0.0,100.0,0.0,100.0,100.0,0.0,0.0,68.0,32.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,25.0,100.0,100.0,57.45,42.55,44.68,56.86,43.14,43.14,122.23,90.53,95.06,59.76,40.24,41.46,0.0,100.0,100.0,42.86,57.14,57.14,0.0,0.0,0.0
KIT CARSON,ARRIBA-FLAGLER C-20,164,129,35,37,17,13,4,4,0,0,0,0,81,54,27,29,0,0,0,0,16,12,4,4,9,0,9,9,2,2,0,0,71,56,15,17,93,73,20,20,1,0,1,1,1,1,0,0,8,3,5,7,151,123,28,28,1,1,1,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,1,1,1,78.66,21.34,22.56,76.47,23.53,23.53,100.0,100.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,35.8,66.67,66.67,0.0,0.0,0.0,0.0,0.0,75.0,25.0,25.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,78.87,21.13,23.94,78.49,21.51,21.51,111.08,29.76,33.72,81.46,18.54,18.54,100.0,0.0,0.0,37.5,62.5,87.5,0.0,100.0,100.0
KIT CARSON,HI-PLAINS R-23,125,93,32,32,11,6,5,5,6,5,1,1,73,55,18,18,0,0,0,0,12,7,5,5,0,0,0,0,7,7,0,0,62,47,15,15,63,46,17,17,0,0,0,0,3,3,0,0,18,14,4,4,102,74,28,28,2,1,1,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,74.4,25.6,25.6,54.55,45.45,45.45,50.0,50.0,83.33,16.67,16.67,0.0,0.0,75.34,24.66,24.66,80.0,80.0,0.0,0.0,0.0,0.0,0.0,58.33,41.67,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,75.81,24.19,24.19,73.02,26.98,26.98,122.27,39.02,39.02,72.55,27.45,27.45,100.0,0.0,0.0,77.78,22.22,22.22,0.0,0.0,0.0
KIT CARSON,STRATTON R-4,189,128,61,61,38,26,12,12,18,12,6,6,113,74,39,39,3,3,0,0,15,10,5,5,0,0,0,0,20,16,4,4,88,57,31,31,101,71,30,30,0,0,0,0,0,0,0,0,35,23,12,12,154,105,49,49,4,3,4,1,1,1,10,9,10,1,1,1,0,0,0,0,0,0,6,6,6,67.72,32.28,32.28,68.42,31.58,31.58,75.0,100.0,66.67,33.33,33.33,100.0,100.0,65.49,34.51,34.51,90.0,100.0,100.0,0.0,0.0,100.0,100.0,66.67,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,20.0,100.0,100.0,64.77,35.23,35.23,70.3,29.7,29.7,73.6,40.03,40.03,68.18,31.82,31.82,0.0,0.0,0.0,65.71,34.29,34.29,0.0,0.0,0.0
KIT CARSON,BETHUNE R-5,156,99,57,57,9,2,7,7,33,23,10,10,109,64,45,45,1,1,0,0,20,18,2,2,0,0,0,0,8,5,3,3,71,39,32,32,85,60,25,25,2,1,1,1,0,0,0,0,54,37,17,17,100,61,39,39,0,0,0,1,1,1,7,7,7,1,1,1,0,0,0,0,0,0,2,2,2,63.46,36.54,36.54,22.22,77.78,77.78,0.0,0.0,69.7,30.3,30.3,100.0,100.0,58.72,41.28,41.28,100.0,100.0,100.0,0.0,0.0,100.0,100.0,90.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,37.5,37.5,100.0,100.0,54.93,45.07,45.07,70.59,29.41,29.41,77.37,63.48,63.48,61.0,39.0,39.0,0.0,0.0,0.0,68.52,31.48,31.48,50.0,50.0,50.0
KIT CARSON,BURLINGTON RE-6J,845,643,202,208,83,61,22,24,198,162,36,40,471,343,128,132,39,34,5,5,171,139,32,32,23,6,17,17,25,23,2,2,418,317,101,103,427,326,101,105,3,2,1,1,9,9,0,0,314,247,67,71,506,378,128,130,8,4,4,15,11,11,31,24,24,7,4,4,1,1,1,5,3,3,2,2,2,76.09,23.91,24.62,73.49,26.51,28.92,50.0,50.0,81.82,18.18,20.2,73.33,73.33,72.82,27.18,28.03,77.42,77.42,87.18,12.82,12.82,57.14,57.14,81.29,18.71,18.71,100.0,100.0,26.09,73.91,73.91,60.0,60.0,92.0,8.0,8.0,100.0,100.0,75.84,24.16,24.64,76.35,23.65,24.59,18.14,5.78,5.89,74.7,25.3,25.69,100.0,0.0,0.0,78.66,21.34,22.61,66.67,33.33,33.33
LAKE,LAKE COUNTY R-1,1246,930,316,336,128,100,28,31,467,357,110,119,862,665,197,213,3,3,0,0,139,108,31,33,8,1,7,7,60,50,10,10,616,460,156,168,630,470,160,168,1,0,1,1,3,1,2,2,843,656,187,202,352,253,99,103,10,3,4,24,13,13,43,29,29,3,1,1,0,0,0,0,0,0,8,8,8,74.64,25.36,26.97,78.12,21.88,24.22,30.0,40.0,76.45,23.55,25.48,54.17,54.17,77.15,22.85,24.71,67.44,67.44,100.0,0.0,0.0,33.33,33.33,77.7,22.3,23.74,0.0,0.0,12.5,87.5,87.5,0.0,0.0,83.33,16.67,16.67,100.0,100.0,74.68,25.32,27.27,74.6,25.4,26.67,12.12,4.11,4.43,71.88,28.12,29.26,33.33,66.67,66.67,77.82,22.18,23.96,0.0,100.0,100.0
LA PLATA,DURANGO 9-R,5088,3806,1273,1348,429,331,99,107,161,112,49,55,1738,1253,479,522,0,0,0,0,1354,1105,244,270,54,23,27,31,407,344,63,64,2489,1896,590,631,2599,1910,683,717,55,40,15,15,35,19,16,16,883,622,256,282,3735,2869,864,900,34,22,23,5,2,2,116,67,80,0,0,0,0,0,0,3,0,2,49,47,48,74.8,25.02,26.49,77.16,23.08,24.94,64.71,67.65,69.57,30.43,34.16,40.0,40.0,72.09,27.56,30.03,57.76,68.97,0.0,0.0,0.0,0.0,0.0,81.61,18.02,19.94,0.0,0.0,42.59,50.0,57.41,0.0,66.67,84.52,15.48,15.72,95.92,97.96,76.18,23.7,25.35,73.49,26.28,27.59,3.06,0.95,1.02,76.81,23.13,24.1,54.29,45.71,45.71,70.44,28.99,31.94,72.73,27.27,27.27
LA PLATA,BAYFIELD 10 JT-R,1569,1161,412,438,127,93,38,43,26,19,7,9,512,334,178,189,2,2,0,0,54,43,11,11,10,4,6,6,114,106,8,9,771,573,200,212,798,588,212,226,5,4,1,1,3,1,2,2,221,141,80,88,1246,960,289,305,4,4,4,1,1,1,15,12,13,0,0,0,0,0,0,0,0,0,9,9,9,74.0,26.26,27.92,73.23,29.92,33.86,100.0,100.0,73.08,26.92,34.62,100.0,100.0,65.23,34.77,36.91,80.0,86.67,100.0,0.0,0.0,0.0,0.0,79.63,20.37,20.37,0.0,0.0,40.0,60.0,60.0,0.0,0.0,92.98,7.02,7.89,100.0,100.0,74.32,25.94,27.5,73.68,26.57,28.32,9.64,3.36,3.57,77.05,23.19,24.48,33.33,66.67,66.67,63.8,36.2,39.82,80.0,20.0,20.0
LA PLATA,IGNACIO 11 JT,877,615,261,288,98,80,18,21,43,28,15,15,429,367,62,67,0,0,0,0,481,347,133,149,2,1,1,1,60,53,7,7,410,286,124,140,467,329,137,148,3,1,2,2,5,5,0,0,274,201,73,80,300,222,77,85,8,3,3,2,2,2,31,22,22,0,0,0,1,1,1,1,0,0,6,6,6,70.13,29.76,32.84,81.63,18.37,21.43,37.5,37.5,65.12,34.88,34.88,100.0,100.0,85.55,14.45,15.62,70.97,70.97,0.0,0.0,0.0,0.0,0.0,72.14,27.65,30.98,100.0,100.0,50.0,50.0,50.0,0.0,0.0,88.33,11.67,11.67,100.0,100.0,69.76,30.24,34.15,70.45,29.34,31.69,17.01,7.38,8.33,74.0,25.67,28.33,100.0,0.0,0.0,73.36,26.64,29.2,33.33,66.67,66.67
LARIMER,POUDRE R-1,29031,24159,4808,5476,2253,1859,391,479,2280,1818,464,581,8132,7000,1094,1450,44,33,11,11,2010,1571,428,494,721,497,217,268,2627,2479,146,169,14257,11876,2348,2675,14774,12283,2460,2801,979,762,217,254,406,297,107,128,4995,3984,996,1199,21515,18202,3269,3637,190,110,114,121,88,88,617,448,469,4,3,3,5,1,1,113,77,81,274,268,270,83.22,16.56,18.86,82.51,17.35,21.26,57.89,60.0,79.74,20.35,25.48,72.73,72.73,86.08,13.45,17.83,72.61,76.01,75.0,25.0,25.0,75.0,75.0,78.16,21.29,24.58,20.0,20.0,68.93,30.1,37.17,68.14,71.68,94.37,5.56,6.43,97.81,98.54,83.3,16.47,18.76,83.14,16.65,18.96,0.58,0.12,0.13,84.6,15.19,16.9,73.15,26.35,31.53,79.76,19.94,24.0,77.83,22.17,25.94
BOULDER,THOMPSON R2-J,16906,13276,3565,3885,1756,1456,295,326,620,476,144,162,5735,4436,1262,1429,14,3,11,11,2439,1831,588,679,355,162,189,212,1651,1541,109,122,8189,6457,1704,1845,8717,6819,1861,2040,250,196,54,57,168,113,55,60,3104,2335,757,829,12918,10278,2587,2812,118,61,64,23,10,10,407,249,276,2,1,1,4,2,2,33,15,18,128,121,124,78.53,21.09,22.98,82.92,16.8,18.56,51.69,54.24,76.77,23.23,26.13,43.48,43.48,77.35,22.01,24.92,61.18,67.81,21.43,78.57,78.57,50.0,50.0,75.07,24.11,27.84,50.0,50.0,45.63,53.24,59.72,45.45,54.55,93.34,6.6,7.39,94.53,96.88,78.85,20.81,22.53,78.23,21.35,23.4,0.96,0.25,0.28,79.56,20.03,21.77,67.26,32.74,35.71,75.23,24.39,26.71,78.4,21.6,22.8
LARIMER,PARK (ESTES PARK) R-3,1272,972,295,308,98,78,20,20,177,141,36,37,449,332,114,121,1,1,0,0,121,90,31,31,11,4,7,7,137,124,13,14,585,457,127,131,687,515,168,177,19,15,4,4,13,13,0,0,270,203,67,69,931,721,205,216,8,4,4,6,3,3,26,18,18,1,0,0,1,0,0,5,3,3,21,21,21,76.42,23.19,24.21,79.59,20.41,20.41,50.0,50.0,79.66,20.34,20.9,50.0,50.0,73.94,25.39,26.95,69.23,69.23,100.0,0.0,0.0,0.0,0.0,74.38,25.62,25.62,0.0,0.0,36.36,63.64,63.64,60.0,60.0,90.51,9.49,10.22,100.0,100.0,78.12,21.71,22.39,74.96,24.45,25.76,13.35,3.71,3.83,77.44,22.02,23.2,100.0,0.0,0.0,75.19,24.81,25.56,78.95,21.05,21.05
LAS ANIMAS,TRINIDAD 1,1594,1163,430,463,189,150,39,43,69,53,16,16,1081,788,292,315,0,0,0,0,793,576,217,235,12,0,12,13,19,18,1,1,809,595,213,225,785,568,217,238,23,19,4,4,17,9,8,8,1039,788,250,274,479,325,154,163,12,9,10,1,1,1,79,66,70,0,0,0,2,1,1,0,0,0,3,3,3,72.96,26.98,29.05,79.37,20.63,22.75,75.0,83.33,76.81,23.19,23.19,100.0,100.0,72.9,27.01,29.14,83.54,88.61,0.0,0.0,0.0,0.0,0.0,72.64,27.36,29.63,50.0,50.0,0.0,100.0,108.33,0.0,0.0,94.74,5.26,5.26,100.0,100.0,73.55,26.33,27.81,72.36,27.64,30.32,9.09,3.25,3.44,67.85,32.15,34.03,52.94,47.06,47.06,75.84,24.06,26.37,82.61,17.39,17.39
LAS ANIMAS,PRIMERO REORGANIZED 2,239,115,124,124,20,8,12,12,4,3,1,1,92,43,49,49,2,1,1,1,36,18,18,18,0,0,0,0,5,4,1,1,111,57,54,54,128,58,70,70,1,1,0,0,3,0,3,3,92,50,42,42,141,64,77,77,0,0,0,1,1,1,5,3,3,0,0,0,0,0,0,0,0,0,2,2,2,48.12,51.88,51.88,40.0,60.0,60.0,0.0,0.0,75.0,25.0,25.0,100.0,100.0,46.74,53.26,53.26,60.0,60.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,20.0,100.0,100.0,51.35,48.65,48.65,45.31,54.69,54.69,46.26,43.83,43.83,45.39,54.61,54.61,0.0,100.0,100.0,54.35,45.65,45.65,100.0,0.0,0.0
LAS ANIMAS,HOEHNE REORGANIZED 3,376,270,106,106,36,26,10,10,5,4,1,1,139,87,52,52,4,4,0,0,29,24,5,5,1,1,0,0,6,5,1,1,181,127,54,54,195,143,52,52,2,2,0,0,0,0,0,0,160,114,46,46,207,151,56,56,1,1,1,0,0,0,8,8,8,0,0,0,0,0,0,1,1,1,1,1,1,71.81,28.19,28.19,72.22,27.78,27.78,100.0,100.0,80.0,20.0,20.0,0.0,0.0,62.59,37.41,37.41,100.0,100.0,100.0,0.0,0.0,0.0,0.0,82.76,17.24,17.24,0.0,0.0,100.0,0.0,0.0,100.0,100.0,83.33,16.67,16.67,100.0,100.0,70.17,29.83,29.83,73.33,26.67,26.67,38.77,16.48,16.48,72.95,27.05,27.05,0.0,0.0,0.0,71.25,28.75,28.75,100.0,0.0,0.0
LAS ANIMAS,AGUILAR REORGANIZED 6,123,56,66,69,16,12,4,4,5,4,1,1,85,45,40,41,0,0,0,0,123,56,66,69,0,0,0,0,1,1,0,0,55,27,28,28,68,29,38,41,0,0,0,0,0,0,0,0,64,31,32,34,58,25,33,34,3,0,0,0,0,0,12,6,6,0,0,0,13,7,7,1,0,0,0,0,0,45.53,53.66,56.1,75.0,25.0,25.0,0.0,0.0,80.0,20.0,20.0,0.0,0.0,52.94,47.06,48.24,50.0,50.0,0.0,0.0,0.0,0.0,0.0,45.53,53.66,56.1,53.85,53.85,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,49.09,50.91,50.91,42.65,55.88,60.29,89.25,92.56,92.56,43.1,56.9,58.62,0.0,0.0,0.0,48.44,50.0,53.12,0.0,0.0,0.0
LAS ANIMAS,BRANSON REORGANIZED 82,600,220,380,385,21,9,12,12,3,0,3,3,91,58,33,33,0,0,0,0,0,0,0,0,0,0,0,0,36,28,8,9,339,122,217,220,261,98,163,165,4,1,3,3,28,7,21,21,147,46,101,101,388,151,237,240,2,0,0,0,0,0,19,7,8,0,0,0,2,1,2,1,0,0,1,1,1,36.67,63.33,64.17,42.86,57.14,57.14,0.0,0.0,0.0,100.0,100.0,0.0,0.0,63.74,36.26,36.26,36.84,42.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,77.78,22.22,25.0,100.0,100.0,35.99,64.01,64.9,37.55,62.45,63.22,10.62,18.88,19.14,38.92,61.08,61.86,25.0,75.0,75.0,31.29,68.71,68.71,25.0,75.0,75.0
LAS ANIMAS,KIM REORGANIZED 88,61,47,14,14,1,1,0,0,0,0,0,0,37,28,9,9,2,0,2,2,7,7,0,0,0,0,0,0,2,1,1,1,29,23,6,6,32,24,8,8,0,0,0,0,0,0,0,0,11,5,6,6,50,42,8,8,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,77.05,22.95,22.95,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.68,24.32,24.32,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,100.0,100.0,79.31,20.69,20.69,75.0,25.0,25.0,273.48,71.34,71.34,84.0,16.0,16.0,0.0,0.0,0.0,45.45,54.55,54.55,0.0,0.0,0.0
LINCOLN,GENOA-HUGO C113,190,134,56,58,25,17,8,8,0,0,0,0,107,72,35,37,0,0,0,0,25,21,4,4,0,0,0,0,0,0,0,0,89,65,24,25,101,69,32,33,0,0,0,0,4,2,2,3,8,3,5,5,178,129,49,50,2,0,0,0,0,0,10,4,4,0,0,0,1,0,0,0,0,0,0,0,0,70.53,29.47,30.53,68.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.29,32.71,34.58,40.0,40.0,0.0,0.0,0.0,0.0,0.0,84.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.03,26.97,28.09,68.32,31.68,32.67,82.06,30.3,31.56,72.47,27.53,28.09,50.0,50.0,75.0,37.5,62.5,62.5,0.0,0.0,0.0
