county,school_dist,total_pupil_count_all_students,total_stable_pupil_count_all_students,total_stability_rate_all_students,total_mobile_student_count_all_students,total_student_mobility_rate_all_students,total_instances_of_mobility_all_students,total_mobility_incidence_rate_all_students,students_with_disabilities_pupil_count,students_with_disabilities_stable_student_count,students_with_disabilities_stability_rate,students_with_disabilities_mobile_student_count,students_with_disabilities_student_mobility_rate,students_with_disabilities_instances_of_mobility,students_with_disabilities_mobility_incidence_rate,english_language_learners_pupil_count,english_language_learners_stable_student_count,english_language_learners_stability_rate,english_language_learners_mobile_student_count,english_language_learners_student_mobility_rate,english_language_learners_instances_of_mobility,english_language_learners_mobility_incidence_rate,economically_disadvantaged_pupil_count,economically_disadvantaged_stable_student_count,economically_disadvantaged_stability_rate,economically_disadvantaged_mobile_student_count,economically_disadvantaged_student_mobility_rate,economically_disadvantaged_instances_of_mobility,economically_disadvantaged_mobility_incidence_rate,migrant_pupil_count,migrant_stable_student_count,migrant_stability_rate,migrant_mobile_student_count,migrant_student_mobility_rate,migrant_instances_of_mobility,migrant_mobility_incidence_rate,title_1_pupil_count,title_1_stable_student_count,title_1_pupil_stability_rate,title_1_mobile_student_count,title_1_student_mobility_rate,title_1_instances_of_mobility,title_1_mobility_incidence_rate,homeless_pupil_count,homeless_stable_student_count,homeless_stability_rate,homeless_mobile_student_count,homeless_student_mobility_rate,homeless_instances_of_mobility,homeless_mobility_incidence_rate,gifted_talented_pupil_count,gifted_talented_stable_student_count,gifted_talented_stability_rate,gifted_talented_mobile_student_count,gifted_talented_student_mobility_rate,gifted_talented_instances_of_mobility,gifted_talented_mobility_incidence_rate,total_female_pupil_count,total_female_stable_student_count,total_female_stability_rate,total_female_mobile_student_count,total_female_student_mobility_rate,total_female_instances_of_mobility,total_female_mobility_incidence_rate,total_male_pupil_count,total_male_stable_student_count,total_male_stability_rate,total_male_mobile_student_count,total_male_student_mobility_rate,total_male_instances_of_mobility,total_male_mobility_incidence_rate,total_american_indian_or_alaska_native_pupil_count,total_american_indian_or_alaska_native_stable_student_count,total_american_indian_or_alaska_native_stability_rate,total_american_indian_or_alaska_native_mobile_student_count,total_american_indian_or_alaska_native_student_mobility_rate,total_american_indian_or_alaska_native_instances_of_mobility,total_american_indian_or_alaska_native_mobility_incidence_rate,total_asian_pupil_count,total_asian_stable_student_count,total_asian_stability_rate,total_asian_mobile_student_count,total_asian_student_mobility_rate,total_asian_instances_of_mobility,total_asian_mobility_incidence_rate,total_black_or_african_american_pupil_count,total_black_or_african_american_stable_student_count,total_black_or_african_american_stability_rate,total_black_or_african_american_mobile_student_count,total_black_or_african_american_student_mobility_rate,total_black_or_african_american_instances_of_mobility,total_black_or_african_american_mobility_incidence_rate,total_hispanic_or_latino_pupil_count,total_hispanic_or_latino_stable_student_count,total_hispanic_or_latino_stability_rate,total_hispanic_or_latino_mobile_student_count,total_hispanic_or_latino_student_mobility_rate,total_hispanic_or_latino_instances_of_mobility,total_hispanic_or_latino_mobility_incidence_rate,total_white_pupil_count,total_white_stable_student_count,total_white_stability_rate,total_white_mobile_student_count,total_white_student_mobility_rate,total_white_instances_of_mobility,total_white_mobility_incidence_rate,total_native_hawaiian_or_other_pacific_islander_pupil_count,total_native_hawaiian_or_other_pacific_islander_stable_student_count,total_native_hawaiian_or_other_pacific_islander_stability_rate,total_native_hawaiian_or_other_pacific_islander_mobile_student_count,total_native_hawaiian_or_other_pacific_islander_student_mobility_rate,total_native_hawaiian_or_other_pacific_islander_instances_of_mobility,total_native_hawaiian_or_other_pacific_islander_mobility_incidence_rate,total_two_or_more_races_pupil_count,total_two_or_more_races_stable_student_count,total_two_or_more_races_stability_rate,total_two_or_more_races_mobile_student_count,total_two_or_more_races_student_mobility_rate,total_two_or_more_races_instances_of_mobility,total_two_or_more_races_mobility_incidence_rate,students_with_disabilities_final_grad_base,students_with_disabilities_graduates_total,students_with_disabilities_graduation_rate,students_with_disabilities_completers_total,students_with_disabilities_completion_rate,limited_english_proficient_final_grad_base,limited_english_proficient_graduates_total,limited_english_proficient_graduation_rate,limited_english_proficient_completers_total,limited_english_proficient_completion_rate,econ_disadvant_final_grad_base,econ_disadvant_graduates_total,econ_disadvant_graduation_rate,econ_disadvant_completers_total,econ_disadvant_completion_rate,migrant_final_grad_base,migrant_graduates_total,migrant_graduation_rate,migrant_completers_total,migrant_completion_rate,title_1_final_grad_base,title_1_graduates_total,title_1_graduation_rate,title_1_completers_total,title_1_completion_rate,homeless_final_grad_base,homeless_graduates_total,homeless_graduation_rate,homeless_completers_total,homeless_completion_rate,gifted_talented_final_grad_base,gifted_talented_graduates_total,gifted_talented_graduation_rate,gifted_talented_completers_total,gifted_talented_completion_rate
EL PASO,PEYTON 23 JT,734,562,76.6,172,23.4,182,24.8,62,49,79.0,13,21.0,14,22.6,8,5,62.5,3,37.5,3,37.5,216,153,70.8,63,29.2,70,32.4,3,2,66.7,1,33.3,1,33.3,377,290,76.9,87,23.1,91,24.1,2,2,100.0,0,0.0,0,0.0,33,32,97.0,1,3.0,2,6.1,349,266,76.2,83,23.8,86,24.6,385,296,76.9,89,23.1,96,24.9,16,14,87.5,2,12.5,2,12.5,5,3,60.0,2,40.0,2,40.0,6,2,33.3,4,66.7,4,66.7,67,42,62.7,25,37.3,28,41.8,621,495,79.7,126,20.3,132,21.3,0,0,0.0,0,0.0,0,0.0,19,6,31.6,13,68.4,14,73.7,4,4,100.0,4,100.0,0,0,0.0,0,0.0,17,17,100.0,17,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,2,2,100.0,2,100.0
EL PASO,HANOVER 28,292,143,49.0,149,51.0,154,52.7,32,19,59.4,13,40.6,13,40.6,32,16,50.0,16,50.0,16,50.0,227,104,45.8,123,54.2,128,56.4,12,7,58.3,5,41.7,5,41.7,292,143,49.0,149,51.0,154,52.7,31,14,45.2,17,54.8,18,58.1,6,4,66.7,2,33.3,2,33.3,152,74,48.7,78,51.3,82,53.9,140,69,49.3,71,50.7,72,51.4,5,4,80.0,1,20.0,1,20.0,3,0,0.0,3,100.0,3,100.0,9,0,0.0,9,100.0,9,100.0,114,65,57.0,49,43.0,53,46.5,160,74,46.3,86,53.8,87,54.4,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,100.0,1,100.0,2,2,100.0,2,100.0,2,2,100.0,2,100.0,12,10,83.3,10,83.3,1,1,100.0,1,100.0,14,12,85.7,12,85.7,2,2,100.0,2,100.0,0,0,0.0,0,0.0
EL PASO,LEWIS-PALMER 38,6422,5105,79.5,1312,20.4,1365,21.3,517,428,82.8,89,17.2,93,18.0,310,250,80.6,60,19.4,64,20.6,725,520,71.7,204,28.1,222,30.6,0,0,0.0,0,0.0,0,0.0,91,68,74.7,23,25.3,23,25.3,5,1,20.0,4,80.0,4,80.0,900,830,92.2,69,7.7,74,8.2,3062,2407,78.6,652,21.3,682,22.3,3360,2698,80.3,660,19.6,683,20.3,43,40,93.0,3,7.0,3,7.0,182,145,79.7,37,20.3,38,20.9,67,44,65.7,23,34.3,23,34.3,621,476,76.7,145,23.3,151,24.3,5241,4176,79.7,1060,20.2,1104,21.1,10,7,70.0,3,30.0,3,30.0,258,217,84.1,41,15.9,43,16.7,33,16,48.5,16,48.5,11,11,100.0,11,100.0,51,40,78.4,40,78.4,0,0,0.0,0,0.0,2,1,50.0,1,50.0,1,1,100.0,1,100.0,85,82,96.5,84,98.8
EL PASO,FALCON 49,17388,12379,71.2,5031,28.9,5301,30.5,1590,1207,75.9,379,23.8,413,26.0,618,449,72.7,168,27.2,179,29.0,3593,2666,74.2,914,25.4,993,27.6,0,0,0.0,0,0.0,0,0.0,2759,1810,65.6,931,33.7,983,35.6,24,13,54.2,11,45.8,14,58.3,584,522,89.4,68,11.6,70,12.0,8375,5938,70.9,2461,29.4,2577,30.8,9013,6441,71.5,2570,28.5,2724,30.2,113,87,77.0,26,23.0,29,25.7,552,448,81.2,105,19.0,108,19.6,1272,834,65.6,441,34.7,469,36.9,3122,2143,68.6,986,31.6,1037,33.2,11226,8160,72.7,3081,27.4,3233,28.8,74,46,62.2,25,33.8,33,44.6,1029,661,64.2,367,35.7,392,38.1,78,50,64.1,50,64.1,23,18,78.3,18,78.3,258,213,82.6,213,82.6,0,0,0.0,0,0.0,2,1,50.0,1,50.0,7,6,85.7,6,85.7,86,83,96.5,83,96.5
EL PASO,EDISON 54 JT,214,141,65.9,73,34.1,74,34.6,20,10,50.0,10,50.0,10,50.0,0,0,0.0,0,0.0,0,0.0,61,49,80.3,12,19.7,12,19.7,0,0,0.0,0,0.0,0,0.0,18,15,83.3,3,16.7,3,16.7,0,0,0.0,0,0.0,0,0.0,8,8,100.0,0,0.0,0,0.0,109,74,67.9,35,32.1,35,32.1,105,67,63.8,38,36.2,39,37.1,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,14,9,64.3,5,35.7,5,35.7,200,132,66.0,68,34.0,69,34.5,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,2,2,100.0,2,100.0,0,0,0.0,0,0.0,8,6,75.0,6,75.0,0,0,0.0,0,0.0,3,3,100.0,3,100.0,0,0,0.0,0,0.0,5,3,60.0,3,60.0
EL PASO,MIAMI/YODER 60 JT,357,193,54.1,164,45.9,169,47.3,32,18,56.3,14,43.8,15,46.9,7,4,57.1,3,42.9,3,42.9,203,115,56.7,88,43.3,89,43.8,0,0,0.0,0,0.0,0,0.0,239,134,56.1,105,43.9,108,45.2,0,0,0.0,0,0.0,0,0.0,5,4,80.0,1,20.0,1,20.0,175,95,54.3,80,45.7,81,46.3,182,98,53.8,84,46.2,88,48.4,6,2,33.3,4,66.7,4,66.7,0,0,0.0,0,0.0,0,0.0,3,0,0.0,3,100.0,3,100.0,51,28,54.9,23,45.1,23,45.1,279,151,54.1,128,45.9,133,47.7,0,0,0.0,0,0.0,0,0.0,18,12,66.7,6,33.3,6,33.3,2,1,50.0,1,50.0,0,0,0.0,0,0.0,10,9,90.0,9,90.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0
FREMONT,CANON CITY RE-1,4271,3211,75.2,1037,24.3,1129,26.4,535,419,78.3,115,21.5,126,23.6,33,29,87.9,4,12.1,4,12.1,16,1,6.3,15,93.8,15,93.8,0,0,0.0,0,0.0,0,0.0,1803,1349,74.8,438,24.3,480,26.6,10,0,0.0,10,100.0,10,100.0,299,273,91.3,25,8.4,27,9.0,2114,1609,76.1,493,23.3,536,25.4,2157,1602,74.3,544,25.2,593,27.5,37,23,62.2,14,37.8,14,37.8,26,21,80.8,5,19.2,5,19.2,29,22,75.9,7,24.1,7,24.1,532,370,69.5,159,29.9,171,32.1,3536,2694,76.2,822,23.2,898,25.4,11,8,72.7,3,27.3,4,36.4,100,73,73.0,27,27.0,30,30.0,42,22,52.4,22,52.4,0,0,0.0,0,0.0,171,94,55.0,108,63.2,0,0,0.0,0,0.0,11,4,36.4,8,72.7,5,0,0.0,2,40.0,26,24,92.3,24,92.3
FREMONT,FREMONT RE-2,1866,1314,70.4,551,29.5,595,31.9,220,161,73.2,59,26.8,63,28.6,28,22,78.6,6,21.4,6,21.4,929,693,74.6,236,25.4,260,28.0,0,0,0.0,0,0.0,0,0.0,1302,920,70.7,382,29.3,406,31.2,0,0,0.0,0,0.0,0,0.0,59,56,94.9,3,5.1,4,6.8,915,647,70.7,268,29.3,287,31.4,951,667,70.1,283,29.8,308,32.4,14,6,42.9,8,57.1,8,57.1,8,7,87.5,1,12.5,1,12.5,8,8,100.0,0,0.0,0,0.0,257,190,73.9,67,26.1,70,27.2,1505,1057,70.2,447,29.7,488,32.4,3,1,33.3,2,66.7,2,66.7,71,45,63.4,26,36.6,26,36.6,9,7,77.8,7,77.8,1,1,100.0,1,100.0,60,47,78.3,51,85.0,0,0,0.0,0,0.0,28,24,85.7,26,92.9,1,1,100.0,1,100.0,9,8,88.9,9,100.0
FREMONT,COTOPAXI RE-3,235,167,71.1,68,28.9,69,29.4,27,15,55.6,12,44.4,12,44.4,0,0,0.0,0,0.0,0,0.0,130,84,64.6,46,35.4,47,36.2,0,0,0.0,0,0.0,0,0.0,235,167,71.1,68,28.9,69,29.4,0,0,0.0,0,0.0,0,0.0,11,10,90.9,1,9.1,1,9.1,109,82,75.2,27,24.8,27,24.8,126,85,67.5,41,32.5,42,33.3,2,1,50.0,1,50.0,1,50.0,1,1,100.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,19,12,63.2,7,36.8,7,36.8,206,149,72.3,57,27.7,58,28.2,0,0,0.0,0,0.0,0,0.0,7,4,57.1,3,42.9,3,42.9,2,1,50.0,1,50.0,0,0,0.0,0,0.0,10,8,80.0,9,90.0,0,0,0.0,0,0.0,14,11,78.6,12,85.7,0,0,0.0,0,0.0,2,2,100.0,2,100.0
GARFIELD,ROARING FORK RE-1,5742,4569,79.6,1160,20.2,1281,22.3,408,351,86.0,56,13.7,61,15.0,2288,1977,86.4,307,13.4,366,16.0,1930,1664,86.2,265,13.7,300,15.5,14,10,71.4,4,28.6,4,28.6,2469,1987,80.5,473,19.2,517,20.9,0,0,0.0,0,0.0,0,0.0,332,306,92.2,26,7.8,27,8.1,2765,2205,79.7,554,20.0,606,21.9,2977,2364,79.4,606,20.4,675,22.7,22,19,86.4,3,13.6,3,13.6,51,44,86.3,7,13.7,7,13.7,12,4,33.3,8,66.7,8,66.7,2922,2362,80.8,551,18.9,632,21.6,2617,2054,78.5,559,21.4,596,22.8,3,1,33.3,2,66.7,2,66.7,115,85,73.9,30,26.1,33,28.7,34,27,79.4,28,82.4,69,40,58.0,40,58.0,101,73,72.3,73,72.3,1,1,100.0,1,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,39,39,100.0,39,100.0
GARFIELD,GARFIELD RE-2,5185,3942,76.0,1235,23.8,1322,25.5,367,273,74.4,94,25.6,100,27.2,1033,824,79.8,207,20.0,226,21.9,2643,2061,78.0,578,21.9,636,24.1,28,20,71.4,8,28.6,8,28.6,1495,1046,70.0,445,29.8,474,31.7,129,89,69.0,39,30.2,44,34.1,295,260,88.1,35,11.9,38,12.9,2494,1919,76.9,571,22.9,613,24.6,2691,2023,75.2,664,24.7,709,26.3,36,22,61.1,14,38.9,14,38.9,25,13,52.0,12,48.0,12,48.0,22,10,45.5,12,54.5,12,54.5,2187,1721,78.7,463,21.2,504,23.0,2833,2114,74.6,715,25.2,760,26.8,4,4,100.0,0,0.0,0,0.0,78,58,74.4,19,24.4,20,25.6,21,16,76.2,16,76.2,44,28,63.6,32,72.7,149,90,60.4,111,74.5,0,0,0.0,0,0.0,7,0,0.0,2,28.6,6,5,83.3,6,100.0,18,16,88.9,18,100.0
GARFIELD,GARFIELD 16,1275,854,67.0,423,33.2,454,35.6,112,65,58.0,47,42.0,50,44.6,237,163,68.8,74,31.2,77,32.5,637,433,68.0,204,32.0,229,35.9,4,0,0.0,4,100.0,4,100.0,504,327,64.9,177,35.1,189,37.5,5,0,0.0,5,100.0,8,160.0,28,23,82.1,5,17.9,5,17.9,597,406,68.0,192,32.2,210,35.2,678,448,66.1,231,34.1,244,36.0,25,15,60.0,10,40.0,11,44.0,2,1,50.0,1,50.0,1,50.0,4,0,0.0,4,100.0,4,100.0,416,294,70.7,123,29.6,132,31.7,777,499,64.2,279,35.9,299,38.5,3,3,100.0,0,0.0,0,0.0,48,42,87.5,6,12.5,7,14.6,4,3,75.0,3,75.0,7,6,85.7,6,85.7,48,36,75.0,37,77.1,1,1,100.0,1,100.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0,1,1,100.0,1,100.0
GILPIN,GILPIN COUNTY RE-1,416,288,69.2,128,30.8,135,32.5,47,31,66.0,16,34.0,19,40.4,2,2,100.0,0,0.0,0,0.0,124,73,58.9,51,41.1,54,43.5,0,0,0.0,0,0.0,0,0.0,22,14,63.6,8,36.4,9,40.9,2,1,50.0,1,50.0,1,50.0,32,27,84.4,5,15.6,5,15.6,200,144,72.0,56,28.0,60,30.0,216,144,66.7,72,33.3,75,34.7,1,0,0.0,1,100.0,1,100.0,7,6,85.7,1,14.3,1,14.3,5,1,20.0,4,80.0,6,120.0,48,30,62.5,18,37.5,19,39.6,337,242,71.8,95,28.2,98,29.1,2,0,0.0,2,100.0,2,100.0,16,9,56.3,7,43.8,8,50.0,5,2,40.0,2,40.0,1,1,100.0,1,100.0,8,5,62.5,5,62.5,0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0,2,2,100.0,2,100.0
GRAND,WEST GRAND 1-JT.,476,380,79.8,96,20.2,101,21.2,47,37,78.7,10,21.3,10,21.3,45,38,84.4,7,15.6,7,15.6,162,138,85.2,24,14.8,25,15.4,0,0,0.0,0,0.0,0,0.0,229,177,77.3,52,22.7,54,23.6,3,0,0.0,3,100.0,3,100.0,25,24,96.0,1,4.0,1,4.0,229,173,75.5,56,24.5,61,26.6,247,207,83.8,40,16.2,40,16.2,1,1,100.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,95,79,83.2,16,16.8,16,16.8,368,290,78.8,78,21.2,83,22.6,2,2,100.0,0,0.0,0,0.0,10,8,80.0,2,20.0,2,20.0,1,1,100.0,1,100.0,0,0,0.0,0,0.0,5,5,100.0,5,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0
GRAND,EAST GRAND 2,1398,1080,77.3,315,22.5,335,24.0,139,109,78.4,30,21.6,31,22.3,139,104,74.8,35,25.2,38,27.3,382,308,80.6,73,19.1,85,22.3,0,0,0.0,0,0.0,0,0.0,123,104,84.6,19,15.4,19,15.4,2,2,100.0,0,0.0,0,0.0,94,78,83.0,16,17.0,16,17.0,678,531,78.3,145,21.4,154,22.7,720,549,76.3,170,23.6,181,25.1,9,4,44.4,5,55.6,5,55.6,7,5,71.4,2,28.6,2,28.6,11,5,45.5,5,45.5,7,63.6,149,105,70.5,43,28.9,49,32.9,1204,948,78.7,255,21.2,267,22.2,12,8,66.7,4,33.3,4,33.3,6,5,83.3,1,16.7,1,16.7,4,1,25.0,2,50.0,9,4,44.4,4,44.4,27,11,40.7,17,63.0,1,1,100.0,1,100.0,1,1,100.0,1,100.0,1,0,0.0,0,0.0,6,5,83.3,5,83.3
GUNNISON,GUNNISON WATERSHED RE1J,1936,1552,80.2,384,19.8,424,21.9,123,104,84.6,19,15.4,21,17.1,161,139,86.3,22,13.7,27,16.8,529,383,72.4,146,27.6,159,30.1,3,2,66.7,1,33.3,1,33.3,90,71,78.9,19,21.1,23,25.6,2,0,0.0,2,100.0,2,100.0,232,207,89.2,25,10.8,27,11.6,955,755,79.1,200,20.9,219,22.9,981,797,81.2,184,18.8,205,20.9,13,8,61.5,5,38.5,6,46.2,8,7,87.5,1,12.5,1,12.5,2,1,50.0,1,50.0,1,50.0,290,235,81.0,55,19.0,60,20.7,1580,1273,80.6,307,19.4,340,21.5,6,2,33.3,4,66.7,4,66.7,37,26,70.3,11,29.7,12,32.4,9,6,66.7,7,77.8,10,5,50.0,5,50.0,26,20,76.9,20,76.9,2,1,50.0,1,50.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,11,11,100.0,11,100.0
HINSDALE,HINSDALE COUNTY RE 1,93,69,74.2,24,25.8,24,25.8,7,6,85.7,1,14.3,1,14.3,1,1,100.0,0,0.0,0,0.0,23,12,52.2,11,47.8,11,47.8,0,0,0.0,0,0.0,0,0.0,27,25,92.6,2,7.4,2,7.4,0,0,0.0,0,0.0,0,0.0,4,4,100.0,0,0.0,0,0.0,42,31,73.8,11,26.2,11,26.2,51,38,74.5,13,25.5,13,25.5,1,0,0.0,1,100.0,1,100.0,2,1,50.0,1,50.0,1,50.0,1,0,0.0,1,100.0,1,100.0,7,3,42.9,4,57.1,4,57.1,81,65,80.2,16,19.8,16,19.8,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,100.0,1,100.0,1,1,100.0,1,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0
HUERFANO,HUERFANO RE-1,614,438,71.3,176,28.7,190,30.9,72,57,79.2,15,20.8,20,27.8,2,2,100.0,0,0.0,0,0.0,473,329,69.6,144,30.4,157,33.2,4,3,75.0,1,25.0,1,25.0,451,331,73.4,120,26.6,129,28.6,0,0,0.0,0,0.0,0,0.0,8,6,75.0,2,25.0,3,37.5,301,212,70.4,89,29.6,95,31.6,313,226,72.2,87,27.8,95,30.4,19,15,78.9,4,21.1,4,21.1,4,2,50.0,2,50.0,2,50.0,7,1,14.3,6,85.7,6,85.7,394,311,78.9,83,21.1,89,22.6,184,108,58.7,76,41.3,84,45.7,2,0,0.0,2,100.0,2,100.0,4,1,25.0,3,75.0,3,75.0,5,4,80.0,5,100.0,0,0,0.0,0,0.0,33,25,75.8,28,84.8,0,0,0.0,0,0.0,4,3,75.0,3,75.0,0,0,0.0,0,0.0,5,5,100.0,5,100.0
HUERFANO,LA VETA RE-2,262,169,64.5,92,35.1,96,36.6,25,18,72.0,7,28.0,7,28.0,4,0,0.0,4,100.0,4,100.0,139,86,61.9,52,37.4,53,38.1,0,0,0.0,0,0.0,0,0.0,27,23,85.2,4,14.8,4,14.8,0,0,0.0,0,0.0,0,0.0,14,12,85.7,2,14.3,2,14.3,135,90,66.7,44,32.6,47,34.8,127,79,62.2,48,37.8,49,38.6,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,82,50,61.0,31,37.8,32,39.0,177,118,66.7,59,33.3,62,35.0,0,0,0.0,0,0.0,0,0.0,3,1,33.3,2,66.7,2,66.7,2,2,100.0,2,100.0,1,0,0.0,0,0.0,9,8,88.9,8,88.9,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,2,2,100.0,2,100.0
JACKSON,NORTH PARK R-1 ,205,151,73.7,54,26.3,60,29.3,26,19,73.1,7,26.9,9,34.6,23,19,82.6,4,17.4,4,17.4,117,81,69.2,36,30.8,41,35.0,0,0,0.0,0,0.0,0,0.0,103,67,65.0,36,35.0,41,39.8,2,0,0.0,2,100.0,2,100.0,7,6,85.7,1,14.3,1,14.3,105,78,74.3,27,25.7,30,28.6,100,73,73.0,27,27.0,30,30.0,1,0,0.0,1,100.0,1,100.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,43,36,83.7,7,16.3,8,18.6,156,114,73.1,42,26.9,47,30.1,0,0,0.0,0,0.0,0,0.0,5,1,20.0,4,80.0,4,80.0,2,1,50.0,1,50.0,1,1,100.0,1,100.0,8,6,75.0,6,75.0,0,0,0.0,0,0.0,13,12,92.3,12,92.3,0,0,0.0,0,0.0,2,2,100.0,2,100.0
JEFFERSON,JEFFERSON COUNTY R-1,90678,74398,82.0,16049,17.7,17618,19.4,7762,6429,82.8,1306,16.8,1496,19.3,6700,4710,70.3,1978,29.5,2157,32.2,29789,23622,79.3,6017,20.2,6950,23.3,67,54,80.6,13,19.4,13,19.4,10839,7752,71.5,3011,27.8,3420,31.6,2900,1730,59.7,1133,39.1,1305,45.0,10053,9466,94.2,578,5.7,649,6.5,44122,36303,82.3,7721,17.5,8426,19.1,46556,38095,81.8,8328,17.9,9192,19.7,725,536,73.9,185,25.5,207,28.6,2797,2324,83.1,472,16.9,515,18.4,1146,753,65.7,387,33.8,421,36.7,22211,16654,75.0,5472,24.6,6065,27.3,60676,51569,85.0,8980,14.8,9802,16.2,171,124,72.5,47,27.5,50,29.2,2952,2438,82.6,506,17.1,558,18.9,602,378,62.8,392,65.1,398,205,51.5,209,52.5,2090,1351,64.6,1423,68.1,12,3,25.0,3,25.0,295,157,53.2,165,55.9,247,144,58.3,151,61.1,933,891,95.5,900,96.5
KIOWA,EADS RE-1,192,139,72.4,53,27.6,53,27.6,21,14,66.7,7,33.3,7,33.3,4,3,75.0,1,25.0,1,25.0,77,52,67.5,25,32.5,25,32.5,2,0,0.0,2,100.0,2,100.0,20,14,70.0,6,30.0,6,30.0,0,0,0.0,0,0.0,0,0.0,11,9,81.8,2,18.2,2,18.2,87,57,65.5,30,34.5,30,34.5,105,82,78.1,23,21.9,23,21.9,2,1,50.0,1,50.0,1,50.0,2,0,0.0,2,100.0,2,100.0,4,1,25.0,3,75.0,3,75.0,23,17,73.9,6,26.1,6,26.1,158,117,74.1,41,25.9,41,25.9,3,3,100.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,9,8,88.9,9,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,3,3,100.0,3,100.0
KIOWA,PLAINVIEW RE-2,98,56,57.1,42,42.9,43,43.9,17,9,52.9,8,47.1,9,52.9,0,0,0.0,0,0.0,0,0.0,64,37,57.8,27,42.2,28,43.8,1,0,0.0,1,100.0,1,100.0,25,17,68.0,8,32.0,9,36.0,0,0,0.0,0,0.0,0,0.0,4,3,75.0,1,25.0,1,25.0,47,27,57.4,20,42.6,21,44.7,51,29,56.9,22,43.1,22,43.1,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,100.0,1,100.0,14,6,42.9,8,57.1,8,57.1,82,49,59.8,33,40.2,34,41.5,0,0,0.0,0,0.0,0,0.0,1,1,100.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0
KIT CARSON,ARRIBA-FLAGLER C-20,164,129,78.7,35,21.3,37,22.6,17,13,76.5,4,23.5,4,23.5,0,0,0.0,0,0.0,0,0.0,81,54,66.7,27,33.3,29,35.8,0,0,0.0,0,0.0,0,0.0,16,12,75.0,4,25.0,4,25.0,9,0,0.0,9,100.0,9,100.0,2,2,100.0,0,0.0,0,0.0,71,56,78.9,15,21.1,17,23.9,93,73,78.5,20,21.5,20,21.5,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,100.0,1,100.0,1,1,100.0,0,0.0,0,0.0,8,3,37.5,5,62.5,7,87.5,151,123,81.5,28,18.5,28,18.5,2,2,100.0,0,0.0,0,0.0,1,0,0.0,1,100.0,1,100.0,1,1,100.0,1,100.0,0,0,0.0,0,0.0,3,2,66.7,2,66.7,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,1,100.0,1,100.0
KIT CARSON,HI-PLAINS R-23,125,93,74.4,32,25.6,32,25.6,11,6,54.5,5,45.5,5,45.5,6,5,83.3,1,16.7,1,16.7,73,55,75.3,18,24.7,18,24.7,0,0,0.0,0,0.0,0,0.0,12,7,58.3,5,41.7,5,41.7,0,0,0.0,0,0.0,0,0.0,7,7,100.0,0,0.0,0,0.0,62,47,75.8,15,24.2,15,24.2,63,46,73.0,17,27.0,17,27.0,2,2,100.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,3,3,100.0,0,0.0,0,0.0,18,14,77.8,4,22.2,4,22.2,102,74,72.5,28,27.5,28,27.5,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,2,1,50.0,1,50.0,0,0,0.0,0,0.0,5,4,80.0,4,80.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0
